NAME_1,DISTRICT_GADM,wt_prev_diarrhea,wt_prev_diarrhea_pct,n_children,n_eff,ci95_low_pct,ci95_high_pct,pop_total_wp19,pop_density19_km2,ann_precip_mm_per_day_2019,GID_2,GID_0,COUNTRY,GID_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,HH7,HH7A,se,ci95_low,ci95_high,wt_prev_diarrhea_feat,wt_prev_diarrhea_pct_feat,n_children_feat,n_eff_feat,ci95_low_feat,ci95_high_feat,ci95_low_pct_feat,ci95_high_pct_feat,area_km2,pop_mean_ppp19
Rajshahi,Rajshahi,0.0912738390243585,9.13,286.0,272.9845615521827,5.71,12.54,2906087.0,1193.0680000996051,10.54242665525114,BGD.5.7_1,BGD,Bangladesh,BGD.5_1,NA,Rajshahi,NA,NA,Zila,Distict,5081,BD.RS.SR,Rajshahi,Rajshahi,0.0174309328969149,0.0571092105464052,0.1254384675023118,0.0912738390243585,9.13,286.0,272.9845615521827,0.0571092105464052,0.1254384675023118,5.71,12.54,2435.8100290657203,10.153439523159
Rajshahi,Sirajganj,0.0843070303069993,8.43,345.0,342.5284607693815,5.49,11.37,3499940.25,1403.1745609027714,10.54242665525114,BGD.5.8_1,BGD,Bangladesh,BGD.5_1,NA,Sirajganj,NA,NA,Zila,Distict,5088,BD.RS.SR,Rajshahi,Sirajganj,0.0150126895653907,0.0548821587588334,0.1137319018551652,0.0843070303069993,8.43,345.0,342.5284607693815,0.0548821587588334,0.1137319018551652,5.49,11.37,2494.301384532097,12.585186084142396
Rangpur,Dinajpur,0.0496379049714808,4.96,286.0,277.3393497068806,2.41,7.52,3278984.5,949.6016491836144,10.54242665525114,BGD.6.1_1,BGD,Bangladesh,BGD.6_1,NA,Dinajpur,NA,NA,Zila,Distict,5527,BD.RP.TH,Rangpur,Dinajpur,0.013042040013732,0.0240755065445659,0.0752003033983957,0.0496379049714808,4.96,286.0,277.3393497068806,0.0240755065445659,0.0752003033983957,2.41,7.52,3453.010536385428,7.38849493911617
Rangpur,Gaibandha,0.0631166923883007,6.31,340.0,338.65616696910297,3.72,8.9,2592572.75,1196.618107447856,10.54242665525114,BGD.6.2_1,BGD,Bangladesh,BGD.6_1,NA,Gaibandha,NA,NA,Zila,Distict,5532,BD.RP.TH,Rangpur,Gaibandha,0.0132140325476108,0.0372171885949834,0.0890161961816179,0.0631166923883007,6.31,340.0,338.65616696910297,0.0372171885949834,0.0890161961816179,3.72,8.9,2166.5832514681165,10.16017850844535
Rangpur,Kurigram,0.0785781567278858,7.86,338.0,334.6468085062385,4.97,10.74,2274180.0,1009.6612452636996,10.54242665525114,BGD.6.3_1,BGD,Bangladesh,BGD.6_1,NA,Kurigram,NA,NA,Zila,Distict,5549,BD.RP.TH,Rangpur,Kurigram,0.0147091245861633,0.0497482725390056,0.107408040916766,0.0785781567278858,7.86,338.0,334.6468085062385,0.0497482725390056,0.107408040916766,4.97,10.74,2252.418829254002,9.003693835293745
Rangpur,Lalmonirhat,0.0661663452425812,6.62,362.0,358.6923931160812,4.04,9.19,1375104.5,1098.6560859084484,10.54242665525114,BGD.6.4_1,BGD,Bangladesh,BGD.6_1,NA,Lalmonirhat,NA,NA,Zila,Distict,5552,BD.RP.TH,Rangpur,Lalmonirhat,0.0131247866006066,0.0404417635053922,0.0918909269797702,0.0661663452425812,6.62,362.0,358.6923931160812,0.0404417635053922,0.0918909269797702,4.04,9.19,1251.624159404682,8.88270233258186
Rangpur,Nilphamari,0.0192977866350912,1.93,381.0,361.9085284388058,0.51,3.35,1992666.5,1257.7586994300805,10.54242665525114,BGD.6.5_1,BGD,Bangladesh,BGD.6_1,NA,Nilphamari,NA,NA,Zila,Distict,5573,BD.RP.TH,Rangpur,Nilphamari,0.0072314088961321,0.0051242251986721,0.0334713480715102,0.0192977866350912,1.93,381.0,361.9085284388058,0.0051242251986721,0.0334713480715102,0.51,3.35,1584.299516992348,9.781014391738005
Rangpur,Panchagarh,0.0130298956650229,1.3,361.0,359.3027349756775,0.13,2.48,1107962.375,817.0115026004318,10.54242665525114,BGD.6.6_1,BGD,Bangladesh,BGD.6_1,NA,Panchagarh,NA,NA,Zila,Distict,5577,BD.RP.TH,Rangpur,Panchagarh,0.0059826308558034,0.0013039391876482,0.0247558521423976,0.0130298956650229,1.3,361.0,359.3027349756775,0.0013039391876482,0.0247558521423976,0.13,2.48,1356.116005066652,6.328609800539207
Rangpur,Rangpur,0.0322097621063016,3.22,330.0,325.021489120068,1.3,5.14,3184039.0,1358.387632815004,10.54242665525114,BGD.6.7_1,BGD,Bangladesh,BGD.6_1,NA,Rangpur,NA,NA,Zila,Distict,5585,BD.RP.TH,Rangpur,Rangpur,0.0097932837808648,0.0130149258958065,0.0514045983167968,0.0322097621063016,3.22,330.0,325.021489120068,0.0130149258958065,0.0514045983167968,1.3,5.14,2343.9840904629523,10.656123347133022
Rangpur,Thakurgaon,0.0157690147212241,1.58,370.0,362.9119443112672,0.3,2.86,1526093.75,846.6930965663392,10.54242665525114,BGD.6.8_1,BGD,Bangladesh,BGD.6_1,NA,Thakurgaon,NA,NA,Zila,Distict,5594,BD.RP.TH,Rangpur,Thakurgaon,0.0065395846365295,0.0029514288336262,0.0285866006088219,0.0157690147212241,1.58,370.0,362.9119443112672,0.0029514288336262,0.0285866006088219,0.3,2.86,1802.4166680806627,6.594106069575211
Sylhet,Habiganj,0.0644234623503168,6.44,493.0,462.71660865720565,4.21,8.68,2374628.5,920.4236666121468,10.54242665525114,BGD.7.1_1,BGD,Bangladesh,BGD.7_1,NA,Habiganj,NA,NA,Zila,Distict,6036,BD.SY.SL,Sylhet,Habiganj,0.011413113802652,0.0420537592971188,0.0867931654035148,0.0644234623503168,6.44,493.0,462.71660865720565,0.0420537592971188,0.0867931654035148,4.21,8.68,2579.9298585404954,7.254983043597813
Sylhet,Maulvibazar,0.0157944968870186,1.58,447.0,364.1430418184186,0.3,2.86,2195878.25,821.5995440180372,10.54242665525114,BGD.7.2_1,BGD,Bangladesh,BGD.7_1,NA,Maulvibazar,NA,NA,Zila,Distict,6058,BD.SY.SL,Sylhet,Maulvibazar,0.0065337089563698,0.0029884273325336,0.0286005664415036,0.0157944968870186,1.58,447.0,364.1430418184186,0.0029884273325336,0.0286005664415036,0.3,2.86,2672.686792474403,6.555173530676092
Sylhet,Sunamganj,0.0500436564651221,5.0,544.0,486.2734256529228,3.07,6.94,2871885.5,779.2036204609599,10.54242665525114,BGD.7.3_1,BGD,Bangladesh,BGD.7_1,NA,Sunamganj,NA,NA,Zila,Distict,6090,BD.SY.SL,Sylhet,Sunamganj,0.0098874903450094,0.0306641753889035,0.0694231375413407,0.0500436564651221,5.0,544.0,486.2734256529228,0.0306641753889035,0.0694231375413407,3.07,6.94,3685.6675515715074,6.3200314693778745
Sylhet,Sylhet,0.0983806228512171,9.84,492.0,433.4185177155268,7.03,12.64,4312367.0,1264.3587161202074,10.54242665525114,BGD.7.4_1,BGD,Bangladesh,BGD.7_1,NA,Sylhet,NA,NA,Zila,Distict,6091,BD.SY.SL,Sylhet,Sylhet,0.0143058171897762,0.0703412211592557,0.1264200245431785,0.0983806228512171,9.84,492.0,433.4185177155268,0.0703412211592557,0.1264200245431785,7.03,12.64,3410.714811404841,9.940635574857312
